GRIDCODE,CVIDE,Fb,Area VEGxCELDA,AREA ENTIDADxMUN
225039,14048,0.10567737,8711277.93,82432766.11
225039,14048,0.00129188,288722.07,223489862.6
225040,14048,0.024506851,2020167.51,82432766.11
225040,11008,0.070356783,6430924.49,91404470.27
225041,11008,0.059031047,5395701.56,91404470.27
225042,11008,0.000845149,77250.38,91404470.27
225046,11012,0.026843934,1442554.87,53738579.37
225046,11008,0.020523575,1010060.12,49214628.57
225046,11023,0.057324921,1315097.44,22941112.15
225046,11023,0.000320611,31707.42,98896724.94
225047,11012,0.12968872,6969287.55,53738579.37
225047,11012,0.031888669,1218900.33,38223618.71
225047,11023,0.006884615,157940.73,22941112.15
225047,11023,0.006611659,653871.39,98896724.94
225048,11012,0.043603223,2343175.28,53738579.37
225048,11012,0.032267478,1233379.76,38223618.71
225048,11023,0.005596249,553450.68,98896724.94
225113,22007,0.239327716,4427194.16,18498459.93
225114,22007,0.288312938,5333345.34,18498459.93
225115,22007,0.132821958,2457001.66,18498459.93
226094,14048,0.032344075,7228572.92,223489862.6
226095,14048,0.000492781,40621.26,82432766.11
226095,14048,0.040088524,8959378.74,223489862.6
226096,14048,0.023412041,1929919.28,82432766.11
226096,14048,0.031634906,7070080.72,223489862.6
226097,14048,0.006564715,541147.63,82432766.11
226097,14048,0.037848931,8458852.37,223489862.6
226098,14048,0.085842805,7076259.88,82432766.11
226098,14048,0.000516197,115364.82,223489862.6
226098,11008,0.00356765,326099.15,91404470.27
226099,14048,0.003602353,296951.94,82432766.11
226099,11008,0.037398342,3418375.68,91404470.27
226100,11008,0.062100907,5676300.47,91404470.27
226101,11008,0.008093178,739752.68,91404470.27
226104,11008,0.019014557,935794.35,49214628.57
226105,11012,0.018999828,1021023.79,53738579.37
226105,11008,0.158764336,7813527.82,49214628.57
226106,11012,0.157570937,8467638.32,53738579.37
226106,11008,0.010817143,532361.68,49214628.57
226107,11012,0.159562999,8574688.91,53738579.37
226108,11012,0.06036732,3244054.01,53738579.37
227153,14048,0.002188623,489135.12,223489862.6
227154,14048,0.066381267,5471991.48,82432766.11
227154,14048,0.014060872,1159076.54,82432766.11
227154,14048,0.005638259,1260093.82,223489862.6
227155,14048,0.000435486,35898.33,82432766.11
227155,14048,0.1087444,8964101.67,82432766.11
227156,14048,0.03427796,2825627.06,82432766.11
227156,14048,3.85123E-05,8607.10,223489862.6
227156,11008,0.025365386,2318509.63,91404470.27
227156,11008,0.04209046,3847256.21,91404470.27
227157,14048,0.013305598,1096817.21,82432766.11
227157,11008,0.070486946,6442821.94,91404470.27
227163,11008,0.00922406,453958.70,49214628.57
227164,11008,0.143327199,7053794.85,49214628.57
227165,11012,0.066670832,3582795.78,53738579.37
227165,11008,0.110073049,5417204.22,49214628.57
227166,11012,0.167477446,9000000.00,53738579.37
227167,11012,0.086285306,4636849.75,53738579.37
227202,11007,0.405203315,3972691.71,9804193.51
227202,11005,1,25207.50,25207.49764
227203,11009,0.002409581,220204.36,91386975.12
227203,11007,0.144903458,1420661.54,9804193.51
227219,22005,0.001344489,124555.07,92641224.42
228212,14048,0.000516311,42560.95,82432766.11
228212,14048,0.003196513,714388.35,223489862.6
228213,14048,0.088110699,7263208.63,82432766.11
228214,14048,0.088249103,7274617.63,82432766.11
228214,14048,0.020930783,1725382.37,82432766.11
228215,14048,0.019890556,1639633.57,82432766.11
228215,14048,0.000696643,57426.22,82432766.11
228215,11008,0.07721698,7057977.12,91404470.27
228215,11008,0.00267999,244963.08,91404470.27
228216,11008,0.014963944,1367771.34,91404470.27
228216,11008,0.066389271,6068276.15,91404470.27
228217,11008,0.001967451,179833.79,91404470.27
228223,11008,0.009810622,482826.14,49214628.57
228224,11012,0.012027078,646318.11,53738579.37
228224,11008,0.143268573,7050909.59,49214628.57
228225,11012,0.066225516,3558865.15,53738579.37
228225,11008,0.015633958,769419.44,49214628.57
228226,11012,0.004676861,251327.85,53738579.37
228250,11035,0.003370941,219419.87,65091575.37
228251,11009,0.000865893,73612.14,85012958.06
228251,11035,0.018778194,1222302.23,65091575.37
228253,11009,0.002488448,211550.33,85012958.06
228260,11009,0.039428876,3603285.74,91386975.12
228260,11007,0.003176549,31143.50,9804193.51
228261,11009,0.072748644,6648278.49,91386975.12
228261,11007,0.232142778,2275972.72,9804193.51
228262,11009,0.016967344,1550594.21,91386975.12
228262,11007,0.007852298,76985.45,9804193.51
228278,22005,0.030715107,2845485.11,92641224.42
228278,22011,0.124655042,3656804.92,29335395.26
228279,22005,0.08885274,8231426.61,92641224.42
228279,22011,0.015415155,452209.66,29335395.26
228280,22005,0.031258354,2895812.21,92641224.42
229271,14048,0.032658779,7298906.09,223489862.6
229272,14048,0.005089811,419567.23,82432766.11
229272,14048,0.033633615,7516772.08,223489862.6
229272,11008,0.004806523,236551.26,49214628.57
229273,14048,0.026953789,2221875.41,82432766.11
229273,14048,0.0127589,2851484.90,223489862.6
229273,11008,0.011519093,566907.90,49214628.57
229273,11008,0.036756756,3359731.79,91404470.27
229274,14048,0.006462365,532710.61,82432766.11
229274,11008,0.092635397,8467289.39,91404470.27
229275,11008,0.03598417,3289114.04,91404470.27
229283,11008,0.015120632,744156.29,49214628.57
229298,11017,0.015779369,1564191.53,99128905.6
229301,11027,0.001041605,65288.18,62680343.07
229301,11017,0.000134082,13291.45,99128905.6
229304,11027,0.001262537,79136.26,62680343.07
229305,11027,0.025401257,1592159.52,62680343.07
229307,11035,0.006619037,430843.56,65091575.37
229308,11035,0.012250894,797429.99,65091575.37
229309,11009,0.000131402,11170.89,85012958.06
229309,11035,0.043770044,2849061.15,65091575.37
229310,11009,0.038085826,3237788.69,85012958.06
229310,11035,0.080889538,5265227.48,65091575.37
229311,11009,0.031626625,2688672.90,85012958.06
229312,11009,0.060810801,5169706.07,85012958.06
229313,11009,0.054427862,4627073.55,85012958.06
229314,11009,0.062154647,5283950.38,85012958.06
229319,11009,0.040010486,3656437.31,91386975.12
229320,11009,0.034453664,3148616.10,91386975.12
229321,11009,0.003699575,338093.00,91386975.12
229337,22011,0.036161999,1060826.52,29335395.26
229338,22005,0.005727909,530640.52,92641224.42
229338,22011,0.011789533,345850.61,29335395.26
229339,22005,0.017829133,1651712.71,92641224.42
229339,22005,6.56942E-05,6085.99,92641224.42
229340,22005,0.004381588,405915.71,92641224.42
229340,22005,0.018782628,935205.10,49790960.59
229341,22005,0.094213785,4690994.86,49790960.59
229342,22005,0.053482903,2662965.11,49790960.59
230330,14048,0.014600482,1203558.11,82432766.11
230330,14048,0.030114157,6730208.78,223489862.6
230330,14008,0.000365253,14747.96,40377426.77
230330,14008,0.001071428,430254.76,401571188.4
230331,14048,0.015119129,3378972.12,223489862.6
230331,11008,0.003604289,329448.17,91404470.27
230331,11008,0.107520464,5291579.71,49214628.57
230332,14048,0.001034763,231259.14,223489862.6
230332,11008,0.005964517,545183.56,91404470.27
230332,11008,0.104728273,5154163.06,49214628.57
230332,11008,0.016890671,1543882.87,91404470.27
230333,11008,0.098177627,8973874.03,91404470.27
230334,11008,0.054732011,5002750.50,91404470.27
230356,11017,0.026409019,2617897.16,99128905.6
230357,11017,0.082331788,8161460.02,99128905.6
230358,11017,0.029167368,2891329.28,99128905.6
230358,11017,0.011917401,1181358.95,99128905.6
230359,11017,0.03754902,3722193.27,99128905.6
230360,11027,0.030284341,1898232.91,62680343.07
230360,11017,0.059828492,5930732.93,99128905.6
230361,11027,0.044764195,2805835.09,62680343.07
230361,11017,0.022379959,2218500.86,99128905.6
230362,11027,0.001714694,107477.59,62680343.07
230363,11027,0.124797739,7822365.08,62680343.07
230364,11035,0.00440936,287012.22,65091575.37
230364,11027,0.039555162,2479331.11,62680343.07
230365,11035,9.19691E-06,598.64,65091575.37
230365,11035,5.78259E-06,127.80,22101353.24
230365,11035,0.067871488,4417862.10,65091575.37
230365,11035,0.006506449,423515.02,65091575.37
230366,11035,0.022178459,490173.96,22101353.24
230366,11035,0.130277712,8479981.54,65091575.37
230367,11035,0.132538115,8627114.69,65091575.37
230368,11009,0.00149293,126918.42,85012958.06
230368,11035,0.115681147,7529868.08,65091575.37
230369,11009,0.091200352,7753211.70,85012958.06
230369,11035,0.019154373,1246788.30,65091575.37
230370,11009,0.105866214,9000000.00,85012958.06
230371,11009,0.040777077,3726493.69,91386975.12
230371,11009,0.062031794,5273506.31,85012958.06
230372,11009,0.034066788,3113260.73,91386975.12
230372,11009,0.0692452,5886739.27,85012958.06
230373,11009,0.087801018,7464224.30,85012958.06
230374,11009,0.009649637,820344.19,85012958.06
230382,11003,0.000347639,103334.53,297246894.3
230383,22014,0.001167854,19627.11,16806139.01
230383,11003,0.001691984,502937.05,297246894.3
230397,22005,0.04055262,3756844.34,92641224.42
230398,22005,0.05954827,5516624.65,92641224.42
230399,22005,0.003418731,170221.90,49790960.59
230400,22005,0.06004345,2989621.07,49790960.59
230401,22005,0.067891379,3380376.98,49790960.59
230413,22004,0.007824344,670710.04,85720923.53
230414,22004,0.011857543,1016439.54,85720923.53
231389,14048,0.018896043,1557653.11,82432766.11
231389,14048,0.002451122,547800.96,223489862.6
231389,14008,0.001304587,523884.71,401571188.4
231389,14008,0.087826716,3546216.81,40377426.77
231389,14008,0.000615451,247147.46,401571188.4
231389,11025,0.027671768,1686363.73,60941668.2
231389,11025,0.479190488,868850.62,1813163.329
231389,11025,0.000362356,22082.60,60941668.2
231390,14048,0.002552462,210406.53,82432766.11
231390,14048,0.003597866,804086.53,223489862.6
231390,11025,0.030961421,1886840.67,60941668.2
231390,11025,0.520809512,944312.71,1813163.329
231390,11025,0.000166404,10140.94,60941668.2
231390,11008,0.067175129,3305999.03,49214628.57
231390,11008,0.014786383,1351541.54,91404470.27
231390,11008,0.006708381,330150.46,49214628.57
231391,11008,0.024118937,1187004.53,49214628.57
231391,11008,0.014365942,1313111.36,91404470.27
231392,11008,0.018399058,1681756.13,91404470.27
231415,11017,0.002476228,245465.75,99128905.6
231415,11017,0.007101832,703996.86,99128905.6
231416,11017,0.079663303,7896936.03,99128905.6
231416,11017,0.005119109,507451.63,99128905.6
231417,11017,0.011027458,1093139.82,99128905.6
231418,11017,0.071956791,7132997.91,99128905.6
231419,11017,0.087126431,8636747.72,99128905.6
231419,11017,0.010388167,363252.28,34967889.31
231420,11027,0.003468416,217401.53,62680343.07
231420,11027,0.001007482,30605.65,30378358.61
231420,11017,0.037085382,3676233.36,99128905.6
231420,11017,0.131128817,4585297.96,34967889.31
231421,11027,0.001070909,32532.47,30378358.61
231421,11027,0.006168885,386667.83,62680343.07
231421,11017,0.00717592,250926.76,34967889.31
231422,11027,0.116716322,7315819.08,62680343.07
231423,11035,0.003201558,208394.42,65091575.37
231423,11027,0.016893133,1058867.34,62680343.07
231423,11027,0.116539044,7304707.25,62680343.07
231424,11035,0.069454606,4520909.73,65091575.37
231424,11035,0.003361946,74303.56,22101353.24
231424,11035,0.009927669,646207.62,65091575.37
231424,11035,0.046308835,3014315.03,65091575.37
231424,11027,0.008056649,504993.53,62680343.07
231424,11027,0.003644549,228441.59,62680343.07
231425,11035,0.008721281,567681.94,65091575.37
231425,11035,0.341230104,7541647.07,22101353.24
231425,11035,0.013683353,890670.98,65091575.37
231426,11003,0.005218481,1551177.16,297246894.3
231426,11035,0.162880772,3599885.49,22101353.24
231426,11035,0.059131114,3848937.35,65091575.37
231427,11009,0.000251266,22962.46,91386975.12
231427,11003,0.003631829,1079549.91,297246894.3
231427,11035,0.231392029,5114076.97,22101353.24
231427,11035,0.042761458,2783410.67,65091575.37
231428,11009,0.019677569,1798273.48,91386975.12
231428,11009,0.050888694,4326198.42,85012958.06
231428,11035,0.06057729,1338840.08,22101353.24
231428,11035,0.023608094,1536688.02,65091575.37
231429,11009,0.105866214,9000000.00,85012958.06
231430,11009,0.070829907,6472930.99,91386975.12
231430,11009,0.029725692,2527069.01,85012958.06
231431,11009,0.090098043,8233787.63,91386975.12
231431,11009,0.009012889,766212.37,85012958.06
231432,11009,0.056649872,5177060.49,91386975.12
231432,11009,0.044968904,3822939.51,85012958.06
231433,11009,0.046397577,4240134.22,91386975.12
231433,11009,0.007753877,659180.00,85012958.06
231435,11009,0.008396895,767366.85,91386975.12
231436,11009,0.008290197,757616.01,91386975.12
231440,11003,0.00030424,90434.35,297246894.3
231441,11003,0.022621504,6724171.92,297246894.3
231442,22014,0.149515483,2512777.99,16806139.01
231442,22014,0.072097814,2484961.92,34466536.46
231442,11003,0.012691873,3772619.93,297246894.3
231443,22014,0.003176089,109468.78,34466536.46
231456,22005,0.022532072,2087398.73,92641224.42
231457,22005,0.0072729,673770.33,92641224.42
231471,22004,2.51724E-05,2157.80,85720923.53
231472,22004,0.0637795,5467237.65,85720923.53
231473,22004,0.016231169,1391350.81,85720923.53
231473,22004,0.006054508,1963592.49,324319106.8
232448,14008,0.019468869,7818136.91,401571188.4
232448,14008,0.004585798,185162.71,40377426.77
232448,11025,0.01635499,996700.38,60941668.2
232449,14008,0.000643928,258583.05,401571188.4
232449,11025,0.098882355,6026055.68,60941668.2
232449,11008,0.017845495,878259.43,49214628.57
232475,11017,0.053926636,5345688.40,99128905.6
232476,11017,0.049433527,4900291.39,99128905.6
232477,11017,0.076720101,7605179.63,99128905.6
232477,11017,0.001213591,120301.97,99128905.6
232478,11017,0.073895449,7325174.98,99128905.6
232478,11017,0.028570714,999057.56,34967889.31
232478,11017,0.006817058,675767.46,99128905.6
232479,11017,0.255559196,8936365.66,34967889.31
232480,11027,0.011874414,360725.22,30378358.61
232480,11027,0.008227005,515671.51,62680343.07
232480,11017,0.111384482,3894880.22,34967889.31
232480,11017,9.697E-05,9612.53,99128905.6
232481,11027,0.00919651,279374.89,30378358.61
232481,11027,0.103372556,6479427.30,62680343.07
232481,11027,0.017456198,1094160.45,62680343.07
232482,11027,0.008915273,558812.37,62680343.07
232482,11027,0.08727641,2651314.09,30378358.61
232482,11027,0.045202316,2833296.69,62680343.07
232482,11027,0.047169124,2956576.86,62680343.07
232483,11003,0.000209493,93759.08,447552788.5
232483,11035,0.042466126,2764187.04,65091575.37
232483,11027,0.064427693,4038349.89,62680343.07
232483,11027,0.069250087,2103703.99,30378358.61
232484,11003,0.002330825,1043167.21,447552788.5
232484,11003,0.007662777,2277736.72,297246894.3
232484,11035,0.038609416,2513147.70,65091575.37
232484,11035,0.143246811,3165948.38,22101353.24
232485,11003,0.003246328,964961.04,297246894.3
232485,11003,0.025786079,7664831.96,297246894.3
232485,11035,0.016750423,370207.01,22101353.24
232486,11009,0.000587224,53664.62,91386975.12
232486,11009,0.02779426,2540033.37,91386975.12
232486,11003,0.008699113,2585784.32,297246894.3
232486,11003,0.01242121,3692165.97,297246894.3
232486,11035,0.005807415,128351.72,22101353.24
232487,11009,0.002612948,238789.41,91386975.12
232487,11009,0.040067737,3661669.33,91386975.12
232487,11009,0.010475651,890566.10,85012958.06
232487,11003,0.007860466,2336498.97,297246894.3
232487,11003,2.20807E-05,6563.42,297246894.3
232487,11003,0.000105906,47398.58,447552788.5
232487,11035,0.012568968,277791.20,22101353.24
232488,11009,0.042176213,3585524.65,85012958.06
232488,11003,6.08752E-08,18.09,297246894.3
232488,11003,0.002032861,909812.46,447552788.5
232489,11009,0.029583535,2703549.78,91386975.12
232489,11009,0.021253217,1806798.85,85012958.06
232489,11003,0.000921038,273775.82,297246894.3
232489,11003,0.000602566,269679.98,447552788.5
232490,11009,0.025162975,2299568.16,91386975.12
232490,11003,0.003363016,999646.06,297246894.3
232491,11009,0.031870066,2912508.90,91386975.12
232491,11003,0.00811039,2410788.19,297246894.3
232492,11009,0.020453864,1869216.78,91386975.12
232492,11003,0.000485961,144450.35,297246894.3
232493,11003,0.005964454,1772915.41,297246894.3
232494,11009,0.032280893,2950053.14,91386975.12
232494,11003,0.019219057,5712805.13,297246894.3
232495,11009,0.075339416,6885041.35,91386975.12
232495,11009,0.012194311,1114401.23,91386975.12
232495,11003,0.001901714,565278.52,297246894.3
232495,11003,0.001374424,408543.15,297246894.3
232496,11009,0.061991047,5665174.28,91386975.12
232496,11009,0.001718793,157075.34,91386975.12
232496,11003,0.000231562,68831.14,297246894.3
232497,11009,0.001322118,120824.38,91386975.12
232497,11003,0.001066556,317030.48,297246894.3
232499,11003,0.011435825,3399263.47,297246894.3
232500,22014,0.000307963,5175.66,16806139.01
232500,22014,0.008681454,299219.65,34466536.46
232500,11003,0.025221799,7497101.46,297246894.3
232500,11003,0.002677904,1198503.23,447552788.5
232501,22014,0.004446884,74734.96,16806139.01
232501,22014,0.171964455,5927019.15,34466536.46
232501,11003,0.004135358,1229222.20,297246894.3
232501,11003,0.003952659,1769023.69,447552788.5
232502,22014,0.07388165,2546444.57,34466536.46
232520,22005,0.000172768,8602.26,49790960.59
232521,22005,0.058936222,2934491.12,49790960.59
232529,22004,0.013216682,1132946.15,85720923.53
232530,22004,0.094099606,8066305.09,85720923.53
232531,22004,0.09607134,8235323.96,85720923.53
232531,22004,0.001265707,410492.95,324319106.8
232532,22004,0.037829199,3242753.83,85720923.53
232532,22004,0.017403327,5644231.49,324319106.8
233507,14008,0.018619893,7477212.75,401571188.4
233507,11025,0.000391799,23876.87,60941668.2
233508,14072,0.000286505,70378.04,245643081.8
233508,14008,0.005655067,2270912.12,401571188.4
233508,11025,0.102363814,6238221.59,60941668.2
233509,14072,0.000393087,96558.99,245643081.8
233509,11025,0.033807555,2060288.83,60941668.2
233521,11026,0.048911098,352234.94,7201534.249
233534,11017,0.021370932,2118477.13,99128905.6
233534,11017,0.000385597,38223.77,99128905.6
233534,11015,0.002623664,1044406.01,398071507.3
233534,11015,0.006391864,2544418.85,398071507.3
233535,11017,0.05832809,5781999.71,99128905.6
233535,11015,0.008083975,3218000.29,398071507.3
233536,11017,0.01667393,1652868.39,99128905.6
233536,11017,0.0296038,2934592.27,99128905.6
233536,11015,0.005249142,2089533.89,398071507.3
233536,11015,0.005835649,2323005.45,398071507.3
233537,11017,0.011605962,1150486.34,99128905.6
233537,11017,0.008351091,292020.03,34967889.31
233537,11017,0.009287914,920700.76,99128905.6
233537,11015,0.01013407,4034084.46,398071507.3
233537,11015,0.002194471,1042273.10,474954143.6
233537,11015,0.003919987,1560435.31,398071507.3
233538,11017,0.003770102,131832.50,34967889.31
233538,11017,0.16567469,5793294.21,34967889.31
233538,11015,0.006474042,3074873.29,474954143.6
233539,11027,0.001190288,36158.98,30378358.61
233539,11017,0.13989953,4891991.29,34967889.31
233539,11017,0.094078606,3289730.28,34967889.31
233539,11015,0.001170149,555766.94,474954143.6
233539,11015,0.000476578,226352.51,474954143.6
233540,11027,0.039921227,1212741.34,30378358.61
233540,11027,0.004340362,131853.07,30378358.61
233540,11027,0.095475416,5984431.86,62680343.07
233540,11017,0.034575578,1209034.99,34967889.31
233540,11017,0.003040573,106322.41,34967889.31
233540,11017,0.003587413,355616.34,99128905.6
233541,11027,0.187254544,5688485.69,30378358.61
233541,11027,0.052831783,3311514.31,62680343.07
233542,11003,0.004218318,1887919.99,447552788.5
233542,11003,9.03962E-05,26870.00,297246894.3
233542,11027,0.016614107,1041377.96,62680343.07
233542,11027,0.198951896,6043832.06,30378358.61
233543,11003,0.014316715,6407485.81,447552788.5
233543,11003,0.008721754,2592514.19,297246894.3
233544,11003,0.000127028,56851.62,447552788.5
233544,11003,0.021122075,6278471.25,297246894.3
233544,11003,0.008964525,2664677.13,297246894.3
233545,11003,0.03027786,9000000.00,297246894.3
233546,11003,0.02956059,8786793.68,297246894.3
233546,11003,0.000476383,213206.32,447552788.5
233547,11003,0.028294704,8410512.84,297246894.3
233547,11003,1.13775E-06,509.20,447552788.5
233548,11003,0.011518951,3423972.46,297246894.3
233552,11003,0.00864226,2568885.08,297246894.3
233553,11003,0.028884684,8585882.52,297246894.3
233553,11003,0.001393177,414117.48,297246894.3
233554,11009,0.017838717,1630226.42,91386975.12
233554,11003,0.001388322,412674.46,297246894.3
233554,11003,0.011797569,3506790.69,297246894.3
233554,11003,0.011607551,3450308.43,297246894.3
233555,11009,0.015980898,1460445.97,91386975.12
233555,11009,0.018047833,1649336.88,91386975.12
233555,11003,0.012743456,3787952.63,297246894.3
233555,11003,0.00649111,1929462.21,297246894.3
233555,11003,0.000581343,172802.31,297246894.3
233556,11003,0.013928505,4140204.91,297246894.3
233557,11003,0.002450968,1096937.59,447552788.5
233558,11003,0.003640423,1629281.53,447552788.5
233558,11003,0.011834841,3517869.76,297246894.3
233559,22014,0.004498681,155053.95,34466536.46
233559,11003,0.000336318,150520.12,447552788.5
233559,11003,0.025054115,7447257.89,297246894.3
233559,11003,0.002786639,1247168.04,447552788.5
233560,22014,0.004364035,73342.57,16806139.01
233560,22014,0.129678487,4469568.28,34466536.46
233560,11003,0.007060511,2098714.84,297246894.3
233560,11003,0.005150286,2305024.85,447552788.5
233561,22014,0.000234064,3933.72,16806139.01
233561,22014,0.016534828,569898.25,34466536.46
233561,11003,0.000456294,135632.00,297246894.3
233567,22011,0.006469918,451867.09,69841238.27
233568,22011,0.00629674,439772.14,69841238.27
233580,22018,0.117218448,2398209.52,20459318.21
233580,22005,0.048653652,2422512.06,49790960.59
233581,22018,0.0233524,477774.18,20459318.21
233588,22004,0.048841965,4186778.31,85720923.53
233589,22004,0.101242985,8678642.16,85720923.53
233590,22004,0.052417562,4493281.85,85720923.53
233590,22004,0.013895938,4506718.15,324319106.8
233591,22004,2.18134E-05,1869.86,85720923.53
233591,22004,0.007280075,2361067.45,324319106.8
233591,22004,0.020464606,6637062.69,324319106.8
234566,14072,0.004346246,1067625.28,245643081.8
234566,14008,0.013825593,5551959.77,401571188.4
234566,14008,0.005639378,2264611.70,401571188.4
234567,14072,0.003944427,968921.31,245643081.8
234567,14072,0.000294713,72394.12,245643081.8
234567,14008,0.012926384,5190863.40,401571188.4
234567,14008,0.000640151,257066.01,401571188.4
234568,14072,0.013996235,3438078.27,245643081.8
234568,14072,0.000694735,170656.93,245643081.8
234568,11025,1.76682E-05,1076.73,60941668.2
234569,14072,2.32415E-05,5709.11,245643081.8
234569,11025,0.031301284,1907552.46,60941668.2
234577,11031,0.05007848,1318273.58,26324153.09
234578,11031,0.005683269,149607.25,26324153.09
234579,11031,0.026940228,709178.69,26324153.09
234580,11031,0.009334139,245713.31,26324153.09
234580,11026,0.739099033,5322647.00,7201534.249
234580,11020,0.00273477,855120.76,312684709.9
234593,11015,0.000597612,237892.13,398071507.3
234593,11015,0.016074279,6398712.58,398071507.3
234594,11015,0.00982539,3911207.96,398071507.3
234594,11015,0.008231887,3276879.56,398071507.3
234595,11015,0.014758857,5875080.63,398071507.3
234595,11015,1.79754E-07,71.55,398071507.3
234596,11015,0.018275981,7275147.50,398071507.3
234596,11015,0.003595167,1707539.31,474954143.6
234596,11015,4.34927E-05,17313.19,398071507.3
234597,11015,0.000398113,158477.50,398071507.3
234597,11015,0.018615529,8841522.50,474954143.6
234598,11017,0.00035209,12311.85,34967889.31
234598,11015,0.000659721,262616.22,398071507.3
234598,11015,0.014892193,7073108.67,474954143.6
234598,11015,0.003478153,1651963.25,474954143.6
234599,11027,0.059279412,1800811.22,30378358.61
234599,11017,0.006050445,211571.30,34967889.31
234599,11015,0.014712194,6987617.47,474954143.6
234600,11027,0.218859598,6648595.34,30378358.61
234600,11015,0.004950804,2351404.66,474954143.6
234601,11003,0.000507895,227309.70,447552788.5
234601,11003,0.010479093,3114877.84,297246894.3
234601,11027,0.11052686,3357624.60,30378358.61
234601,11015,0.000701084,332982.72,474954143.6
234601,11014,0.014751334,1967205.15,133357775.7
234602,11003,0.012417579,5557522.25,447552788.5
234602,11003,0.000190237,56547.45,297246894.3
234602,11003,0.011184473,3324549.77,297246894.3
234602,11014,0.00046027,61380.53,133357775.7
234603,11003,0.000328878,147190.36,447552788.5
234603,11003,0.029782682,8852809.64,297246894.3
234604,11003,0.00022452,100484.44,447552788.5
234604,11003,0.02993981,8899515.56,297246894.3
234605,11003,0.002855223,1277862.97,447552788.5
234605,11003,0.00320198,951778.62,297246894.3
234605,11003,0.015127508,6770358.40,447552788.5
234606,11003,0.001425948,423858.68,297246894.3
234606,11003,0.019162301,8576141.32,447552788.5
234607,11003,0.025922938,7705512.85,297246894.3
234607,11003,0.002791007,1249122.82,447552788.5
234608,11003,0.003238087,962511.26,297246894.3
234610,11003,0.000813939,364280.84,447552788.5
234611,11003,0.000157191,46724.67,297246894.3
234612,11003,0.021434293,6371277.12,297246894.3
234612,11003,1.39385E-05,4143.17,297246894.3
234613,11003,0.005411213,1608466.37,297246894.3
234613,11003,0.008202514,2438171.74,297246894.3
234614,11003,0.021459175,6378673.01,297246894.3
234614,11003,0.006085914,1809019.07,297246894.3
234615,11003,0.013058543,3881611.34,297246894.3
234616,11003,0.009740687,4359471.61,447552788.5
234617,11003,0.018156608,8126040.39,447552788.5
234618,11003,0.018012931,8061737.47,447552788.5
234618,11003,0.002810063,835282.41,297246894.3
234619,11003,0.011841574,5299729.50,447552788.5
234619,11003,0.012448475,3700270.50,297246894.3
234620,11003,0.007760105,3473056.54,447552788.5
234620,11003,0.001757556,522428.19,297246894.3
234625,22014,0.007424826,255908.05,34466536.46
234626,22011,0.021180651,1479282.91,69841238.27
234626,22014,0.060436905,2083050.79,34466536.46
234627,22011,0.127630102,8913844.36,69841238.27
234627,22014,0.000128785,4438.77,34466536.46
234628,22011,0.019050718,1330525.75,69841238.27
234628,22011,0.06744309,4710308.93,69841238.27
234629,22005,0.002022201,100687.34,49790960.59
234629,22011,0.019436298,1357455.12,69841238.27
234630,22005,1.40656E-05,700.34,49790960.59
234630,22011,0.00016132,11266.81,69841238.27
234639,22018,0.298498715,6107080.19,20459318.21
234640,22018,0.238511681,4879786.37,20459318.21
234648,22004,0.070547759,6047419.02,85720923.53
234649,22004,0.057235416,4906272.69,85720923.53
234649,22004,0.008170618,2649887.41,324319106.8
234649,22004,0.004451911,1443839.89,324319106.8
234650,22004,0.026445583,8576807.92,324319106.8
234650,22004,0.001304863,423192.08,324319106.8
235625,14072,0.028346931,6963227.51,245643081.8
235625,14008,0.000662304,265962.25,401571188.4
235626,14072,0.029862531,7335524.13,245643081.8
235626,14008,0.004103741,1647944.30,401571188.4
235627,14072,0.031553035,7750784.77,245643081.8
235628,14072,0.006541708,1606925.30,245643081.8
235628,11025,0.06194173,3774832.38,60941668.2
235629,11025,0.056087633,3418073.94,60941668.2
235636,11031,0.249947946,6579667.99,26324153.09
235637,11031,0.220767641,5811521.17,26324153.09
235638,11031,0.244538166,6437260.12,26324153.09
235639,11031,0.049941974,1314680.17,26324153.09
235639,11026,0.211989869,1526652.30,7201534.249
235639,11020,0.016234706,5076344.25,312684709.9
235639,11020,0.000504528,157758.05,312684709.9
235640,11020,0.000203064,63494.97,312684709.9
235640,11020,6.03281E-05,18863.67,312684709.9
235652,11037,0.002775707,171078.19,61634105.87
235652,11015,0.016424016,6537932.80,398071507.3
235653,11015,0.008301671,3304658.51,398071507.3
235654,11015,0.000263096,104731.10,398071507.3
235655,11015,0.021088102,8394572.47,398071507.3
235656,11015,0.015494942,6168095.10,398071507.3
235656,11015,0.00470932,1874645.97,398071507.3
235656,11015,0.001291712,613504.10,474954143.6
235657,11015,0.000936074,444591.99,474954143.6
235657,11015,0.021336866,8493598.38,398071507.3
235657,11015,4.29325E-05,20390.97,474954143.6
235657,11015,8.72056E-05,41418.66,474954143.6
235658,11015,0.005211572,2475257.85,474954143.6
235658,11015,0.00823018,3276200.04,398071507.3
235658,11015,0.006839696,3248542.11,474954143.6
235659,11015,0.002948874,1400580.15,474954143.6
235659,11015,0.015219028,7228340.19,474954143.6
235659,11014,0.000171248,22837.26,133357775.7
235660,11015,0.001594208,757175.86,474954143.6
235660,11014,1.85388E-05,13112.71,707312698.4
235660,11014,0.055827517,7445033.53,133357775.7
