GRIDCODE,CVIDE,Fa,Area VEGxCELDA,AREA ENTIDADxMUN
210273,16031,0.168876565,89132.10,527794.3737
210273,16031,0.000460896,76846.25,166732178.9
210273,16031,0.060127926,8834021.65,146920445.2
210274,16031,0.107178033,56567.96,527794.3737
210274,16031,0.034611149,5770792.36,166732178.9
210274,16031,0.011875304,1744725.00,146920445.2
210274,22001,0.001429166,220255.72,154114894.5
210274,22001,0.004302556,1207658.96,280684053.9
210275,16031,0.012934438,2156586.97,166732178.9
210275,22001,0.008581334,1322511.37,154114894.5
210275,22001,0.019669452,5520901.66,280684053.9
210276,22001,0.055148034,8499133.40,154114894.5
210276,22001,0.00178445,500866.60,280684053.9
210277,22001,0.058277073,8981364.92,154114894.5
210277,22001,6.63917E-05,18635.08,280684053.9
210278,22001,0.058241738,8975919.28,154114894.5
210278,22001,8.5793E-05,24080.72,280684053.9
210279,22016,0.020120305,654868.90,32547662.49
210279,22001,0.054148764,8345131.10,154114894.5
210280,22016,0.133365072,4340721.34,32547662.49
210280,22016,4.287E-05,19271.17,449525449.7
210280,22016,1.1342E-05,5098.53,449525449.7
210280,22001,0.029748961,4584757.93,154114894.5
210280,22001,0.000178674,50151.03,280684053.9
210281,22016,0.016637473,541510.86,32547662.49
210281,22016,0.002999458,1348332.88,449525449.7
210281,22016,0.023790612,1131049.26,47541831.07
210281,22016,0.010211182,4590186.31,449525449.7
210281,22001,0.004948342,1388920.70,280684053.9
210282,22016,0.018067958,858983.83,47541831.07
210282,22016,0.001404669,631434.58,449525449.7
210282,22001,1.93194E-06,250.52,129670887.5
210282,22001,0.01807942,5074604.87,280684053.9
210283,15003,0.027707662,2045371.41,73819704.58
210283,15003,0.014806775,3099104.40,209303139.5
210283,22016,0.026797433,1273999.04,47541831.07
210283,22016,4.02931E-05,18112.76,449525449.7
210283,22001,0.000128287,36008.09,280684053.9
210284,15071,0.030232998,343143.96,11349981.28
210284,15003,0.016856431,1244336.74,73819704.58
210284,15003,0.007248538,1517141.86,209303139.5
210284,22016,0.095470292,4538832.50,47541831.07
210284,22016,0.003017727,1356544.94,449525449.7
210285,15071,0.02462086,279446.31,11349981.28
210285,15003,0.010428705,769843.94,73819704.58
210285,15003,0.018963209,3969059.22,209303139.5
210286,15071,0.033964174,2980361.80,87750162.79
210286,15003,8.1015E-06,1695.67,209303139.5
210287,15071,0.058566213,5139194.73,87750162.79
210288,15071,0.069211318,6073304.44,87750162.79
210289,15071,0.057898197,5080576.23,87750162.79
210289,13044,4.27826E-05,6511.51,152200232.7
210289,13044,0.021807023,3319034.00,152200232.7
210290,15071,0.00056802,49843.88,87750162.79
210290,13044,0.040421741,6152198.37,152200232.7
210290,13044,0.002626292,263605.17,100371609
210290,13044,0.016651437,2534352.58,152200232.7
210291,13044,0.006369363,969418.58,152200232.7
210291,13044,0.080008495,8030581.42,100371609
210292,13044,0.08966679,9000000.00,100371609
210293,13044,0.006053123,921286.75,152200232.7
210293,13044,0.078627396,7891958.28,100371609
211268,16069,0.009042404,1367613.58,151244472.9
211268,16069,0.002665505,403142.86,151244472.9
211268,16069,8.21483E-05,12424.47,151244472.9
211269,16069,0.024463185,3699921.47,151244472.9
211270,16069,0.040597513,6140149.39,151244472.9
211271,16060,0.001028319,77782.72,75640638.16
211271,16069,0.001044934,158040.44,151244472.9
211271,16069,0.038579321,5834909.11,151244472.9
211271,16060,0.019958763,1509693.60,75640638.16
211271,16060,8.32814E-06,629.95,75640638.16
211271,16069,0.000459827,69546.30,151244472.9
211272,16069,0.003324761,502851.66,151244472.9
211272,16060,0.010564975,799141.42,75640638.16
211272,16060,0.101770782,7698006.93,75640638.16
211273,11023,0.00340942,3299054.14,967629264
211273,16060,0.049264989,3726435.19,75640638.16
211273,16060,0.017873397,1351955.13,75640638.16
211274,11023,0.005009474,4847313.87,967629264
211274,16060,1.906E-06,144.17,75640638.16
211274,11023,0.00429146,4152541.96,967629264
211275,11023,0.001936593,1873904.20,967629264
211275,11023,0.00736449,7126095.80,967629264
211276,11023,0.002086917,2019362.29,967629264
211276,11023,0.00345719,3345278.63,967629264
211277,11023,0.00172101,1665299.53,967629264
211278,11023,0.003936684,3809250.20,967629264
211278,11023,0.00526937,5098797.07,967629264
211279,11023,0.005429598,5253838.17,967629264
211280,11023,0.001498852,1450332.93,967629264
211281,11023,0.007424577,7184238.01,967629264
211282,11023,0.000316095,305862.43,967629264
211282,11023,0.008746844,8463702.25,967629264
211283,11023,0.004312305,4172712.27,967629264
211283,16113,0.001860254,316727.64,170260430.8
211283,11023,0.003552909,3437898.71,967629264
211284,16113,5.01604E-05,8540.34,170260430.8
211284,11023,0.002337619,2261948.75,967629264
211284,16113,0.030755281,5236407.41,170260430.8
211285,16113,0.012635702,2151359.99,170260430.8
211285,16113,0.000305222,51967.30,170260430.8
211286,16113,0.026133617,4449520.91,170260430.8
211286,16113,0.025476705,4337674.72,170260430.8
211287,16071,0.001955514,594824.94,304178303.1
211287,16113,0.006413811,1092018.25,170260430.8
211287,16071,0.000647768,197037.10,304178303.1
211287,16113,0.041795499,7116119.71,170260430.8
211288,16071,0.002939474,894124.21,304178303.1
211288,16113,0.003873617,659523.70,170260430.8
211288,16113,0.000504763,85941.17,170260430.8
211288,16071,0.003414668,1038667.98,304178303.1
211288,16113,0.035360394,6020475.95,170260430.8
211289,16071,0.020666733,6286371.74,304178303.1
211289,16113,0.011061603,1883353.31,170260430.8
211289,16071,0.000355705,108197.66,304178303.1
211289,16113,0.000159371,27134.62,170260430.8
211290,16071,0.007976832,2426379.19,304178303.1
211290,16113,0.006066868,1032947.57,170260430.8
211290,11042,4.55293E-06,2651.04,582270136.8
211294,11046,0.00228126,883927.94,387473644.1
211294,11042,0.002989401,1740639.21,582270136.8
211295,11046,0.017609559,6823240.13,387473644.1
211295,11042,0.000922914,537385.08,582270136.8
211296,11046,0.015687671,6078559.17,387473644.1
211297,11046,0.019740131,7648780.56,387473644.1
211297,11046,0.002687756,1041434.49,387473644.1
211298,11046,0.020346529,7883743.57,387473644.1
211298,11046,0.000298097,115504.80,387473644.1
211299,11046,0.002216519,858842.72,387473644.1
211299,11046,0.001936989,750532.03,387473644.1
211299,11042,0.007982101,4647738.80,582270136.8
211299,11042,0.001914395,1114695.05,582270136.8
211300,11046,0.000819732,317624.63,387473644.1
211300,11042,0.003624743,2110579.33,582270136.8
211301,11046,0.000683133,264695.91,387473644.1
211301,11042,0.002564499,1493231.08,582270136.8
211303,11046,0.00337744,1308668.81,387473644.1
211304,11028,0.000399785,197269.01,493437321.4
211304,11046,0.007452937,2887816.55,387473644.1
211304,11028,0.001409722,695609.27,493437321.4
211304,11046,0.000858035,332465.78,387473644.1
211305,11028,0.013214765,6520658.47,493437321.4
211306,11028,0.002037823,1005538.12,493437321.4
211306,11028,0.016201575,7994461.88,493437321.4
211307,11028,0.000411884,203239.09,493437321.4
211307,11028,0.016648616,8215048.61,493437321.4
211308,11028,0.018239399,9000000.00,493437321.4
211309,11028,0.018239399,9000000.00,493437321.4
211310,11028,0.018239399,9000000.00,493437321.4
211311,11028,0.018239399,9000000.00,493437321.4
211312,11028,0.008521387,4204770.28,493437321.4
211312,11039,0.028844589,4795229.72,166243646.5
211313,11028,3.56676E-06,1759.97,493437321.4
211313,11039,0.054126821,8998240.03,166243646.5
211314,11039,0.018494159,3074536.49,166243646.5
211314,11039,0.035643248,5925463.51,166243646.5
211315,11039,0.03732409,6204892.86,166243646.5
211319,11019,0.001092942,609769.64,557915746.9
211320,11019,0.008214656,4583085.86,557915746.9
211321,11019,0.016131468,9000000.00,557915746.9
211322,11019,0.016131468,9000000.00,557915746.9
211323,11019,0.016131468,9000000.00,557915746.9
211324,11019,0.012327308,6877599.34,557915746.9
211326,11019,3.09317E-05,17257.26,557915746.9
211326,11010,0.00213964,136514.98,63802769.56
211327,11010,0.121183756,7731859.25,63802769.56
211328,11010,0.140780411,8982180.15,63802769.56
211328,11010,0.00293303,17819.85,6075578.132
211329,16031,0.006275281,1046291.32,166732178.9
211329,16031,0.009156879,1345332.77,146920445.2
211329,11010,0.075870418,4840742.80,63802769.56
211329,11010,0.245438023,1491177.89,6075578.132
211330,16031,0.001754697,292564.53,166732178.9
211330,16031,0.015365128,2257451.46,146920445.2
211331,16031,0.030101612,4422542.25,146920445.2
211332,16031,0.416702342,219933.15,527794.3737
211332,16031,0.005144574,755843.15,146920445.2
211332,22001,0.000611954,94311.19,154114894.5
211332,22001,2.90569E-06,376.78,129670887.5
211333,16031,0.30724306,162161.16,527794.3737
211333,16031,0.000304436,50759.21,166732178.9
211333,22001,0.041811584,6443787.90,154114894.5
211333,22001,0.000566372,158971.52,280684053.9
211333,22001,0.002337469,656090.20,280684053.9
211334,22001,0.052500814,8091157.47,154114894.5
211334,22001,0.000136371,38277.17,280684053.9
211334,22001,0.003101585,870565.36,280684053.9
211335,22001,0.056830114,8758367.06,154114894.5
211335,22001,0.000860872,241632.94,280684053.9
211336,22001,0.05839799,9000000.00,154114894.5
211337,22016,0.006828489,222251.37,32547662.49
211337,22001,0.052786418,8135173.21,154114894.5
211337,22001,0.002289319,642575.42,280684053.9
211338,22016,0.14236318,4633588.74,32547662.49
211338,22001,0.028332182,4366411.26,154114894.5
211339,22016,0.228160135,7426079.07,32547662.49
211339,22016,0.003223127,1448877.83,449525449.7
211339,22001,0.000811363,125043.10,154114894.5
211340,22016,0.01385645,6228826.83,449525449.7
211340,22016,0.058289155,2771173.17,47541831.07
211341,15003,0.028838342,2128837.91,73819704.58
211341,22016,0.000796792,358178.40,449525449.7
211341,22016,0.131717331,6262083.08,47541831.07
211341,22016,0.000229293,103072.89,449525449.7
211341,22001,0.001022762,132622.43,129670887.5
211341,22001,1.5206E-08,4.27,280684053.9
211342,15003,0.063158488,4662340.94,73819704.58
211342,22016,0.090727125,4313333.64,47541831.07
211342,22001,0.000127101,16481.26,129670887.5
211343,15071,0.007650909,671368.50,87750162.79
211343,15071,0.317419092,3602700.75,11349981.28
211343,22016,0.099405737,4725930.75,47541831.07
211344,15071,0.082394433,7230124.89,87750162.79
211344,15071,0.045661449,518256.59,11349981.28
211345,15071,0.031706937,2782288.89,87750162.79
211345,15071,0.006466603,567445.47,87750162.79
211345,15071,0.058993674,5176704.52,87750162.79
211346,15071,0.102563912,9000000.00,87750162.79
211347,15071,0.085119948,7469289.33,87750162.79
211347,13044,0.000750629,114245.86,152200232.7
211347,13044,0.007541725,1147852.34,152200232.7
211348,15071,0.013795682,1210573.30,87750162.79
211348,13044,0.027542606,4191990.99,152200232.7
211348,13044,0.023636204,3597435.71,152200232.7
211349,13044,0.051251272,7800455.50,152200232.7
211349,13044,0.011951034,1199544.50,100371609
211350,13044,0.004099211,623900.83,152200232.7
211350,13044,0.083450881,8376099.17,100371609
211351,13044,0.08966679,9000000.00,100371609
211352,13044,0.015695786,2388902.28,152200232.7
211352,13044,0.058708276,5892644.10,100371609
212327,16069,0.021319941,3224523.29,151244472.9
212328,16069,0.040187516,6078139.71,151244472.9
212329,16069,0.047680076,7211348.01,151244472.9
212330,16069,0.009150272,1383928.06,151244472.9
212330,16069,0.036327489,5494331.89,151244472.9
212330,16060,0.000485753,36742.68,75640638.16
212331,16069,0.000413511,62541.20,151244472.9
212331,16069,0.022487902,3401170.81,151244472.9
212331,16060,0.031774763,2403463.35,75640638.16
212331,16060,0.041417216,3132824.64,75640638.16
212332,11023,0.00259786,2513765.26,967629264
212332,16060,0.085750661,6486234.74,75640638.16
212333,11023,0.009300733,8999661.68,967629264
212333,16060,4.47271E-06,338.32,75640638.16
212334,11023,0.007070112,6841246.93,967629264
212334,11023,0.002230971,2158753.07,967629264
212335,11023,0.006698424,6481591.14,967629264
212335,11023,0.000110509,106932.14,967629264
212336,11023,0.003544227,3429497.28,967629264
212337,11023,0.008803179,8518213.89,967629264
212337,11023,0.00014743,142657.27,967629264
212338,11023,0.001918574,1856468.30,967629264
212338,11023,0.007382509,7143531.70,967629264
212339,11023,0.007297501,7061275.37,967629264
212341,11023,0.000211303,204462.63,967629264
212342,11023,0.000164147,158833.55,967629264
212343,11023,0.004861156,4703797.06,967629264
212343,16113,0.023376622,3980113.77,170260430.8
212344,16113,0.000101254,17239.49,170260430.8
212344,16113,0.044374058,7555146.29,170260430.8
212344,11001,0.000631425,293758.60,465231100.1
212345,16113,0.051861219,8829913.51,170260430.8
212346,16113,0.052586454,8953392.24,170260430.8
212347,16113,0.00137677,234409.38,170260430.8
212347,16113,0.049529786,8432962.64,170260430.8
212348,16071,0.004832743,1470015.62,304178303.1
212348,16113,0.034901336,5942316.50,170260430.8
212348,16113,0.008474115,1442806.52,170260430.8
212349,16113,0.035363352,6020979.52,170260430.8
212349,11042,0.000539774,314294.47,582270136.8
212350,16113,8.97782E-05,15285.68,170260430.8
212350,11042,0.007430607,4326620.43,582270136.8
212351,11042,0.007611967,4432220.78,582270136.8
212352,11042,0.006106718,3555759.55,582270136.8
212353,11042,0.012662476,7372981.49,582270136.8
212354,11046,0.000155837,60382.90,387473644.1
212354,11042,0.003765376,2192466.08,582270136.8
212356,11046,0.0004773,184941.31,387473644.1
212358,11042,0.004809011,2800143.43,582270136.8
212359,11046,6.02E-07,233.26,387473644.1
212359,11042,0.015456343,8999766.74,582270136.8
212360,11046,0.000111866,43345.08,387473644.1
212360,11042,0.010755281,6262479.15,582270136.8
212361,11046,0.008298088,3215290.27,387473644.1
212361,11046,5.43133E-07,210.45,387473644.1
212361,11042,0.000815735,474977.85,582270136.8
212362,11046,0.004415362,1710836.53,387473644.1
212362,11046,0.009270884,3592223.02,387473644.1
212362,11042,0.001575792,917536.71,582270136.8
212362,11018,0.000844086,122287.45,144875640.6
212362,11046,0.000528081,204617.49,387473644.1
212362,11042,3.02614E-06,1762.03,582270136.8
212362,11018,0.00451921,654723.48,144875640.6
212363,11046,0.004503044,1744811.05,387473644.1
212363,11018,0.004893152,708898.57,144875640.6
212363,11028,0.00024286,119836.29,493437321.4
212363,11046,0.000853538,330723.52,387473644.1
212363,11018,0.042069325,6094820.34,144875640.6
212364,11028,0.000789568,389602.39,493437321.4
212364,11018,0.010229693,1482033.30,144875640.6
212364,11028,0.006013255,2967164.58,493437321.4
212364,11018,0.028715509,4160177.74,144875640.6
212365,11028,0.013853721,6835942.80,493437321.4
212365,11018,0.009475599,1372783.49,144875640.6
212365,11028,0.000211216,104221.87,493437321.4
212366,11028,0.016694029,8237456.87,493437321.4
212366,11028,0.00154537,762543.13,493437321.4
212367,11028,0.004677794,2308198.14,493437321.4
212367,11028,0.013561605,6691801.86,493437321.4
212368,11028,0.017182421,8478447.80,493437321.4
212369,11028,0.001908743,941844.84,493437321.4
212369,11028,0.016330656,8058155.16,493437321.4
212370,11028,2.67744E-07,132.11,493437321.4
212370,11028,0.01784351,8804653.86,493437321.4
212370,11039,0.001174265,195214.02,166243646.5
212371,11028,0.002593957,1279955.30,493437321.4
212371,11039,0.045566107,7575075.81,166243646.5
212372,11039,0.048876857,8125467.01,166243646.5
212373,11039,0.007994119,1328971.43,166243646.5
212373,11039,0.036627938,6089162.03,166243646.5
212374,11039,0.03560122,5918476.59,166243646.5
212377,11019,0.0045738,2551794.93,557915746.9
212378,11019,0.015402841,8593487.82,557915746.9
212379,11019,0.016131468,9000000.00,557915746.9
212380,11019,0.016131468,9000000.00,557915746.9
212381,11019,0.016131468,9000000.00,557915746.9
212382,11019,0.016131468,9000000.00,557915746.9
212383,11019,0.015226167,8494918.44,557915746.9
212384,11019,0.002922879,1630720.00,557915746.9
212385,11019,9.84225E-07,549.11,557915746.9
212385,11010,0.000782725,49940.05,63802769.56
212386,11019,0.001825846,1018668.33,557915746.9
212386,11010,0.076511756,4881661.97,63802769.56
212387,16031,0.000368575,61453.28,166732178.9
212387,22008,0.002342782,492732.79,210319505.8
212387,11019,0.002691978,1501897.03,557915746.9
212387,11010,0.108834098,6943916.90,63802769.56
212388,16031,0.044851353,7478163.78,166732178.9
212388,22008,0.002087787,439102.33,210319505.8
212388,11010,0.016970014,1082733.89,63802769.56
212389,16031,0.019370381,3229665.81,166732178.9
212389,16031,0.000387887,56988.48,146920445.2
212389,22008,0.009119376,1917982.74,210319505.8
212389,22001,0.001849509,519127.73,280684053.9
212390,16031,0.008417589,1236715.89,146920445.2
212390,22001,0.010887184,1411750.81,129670887.5
212392,22001,0.002389334,368232.03,154114894.5
212392,22001,0.025669254,7204950.19,280684053.9
212393,22001,0.048799693,7520759.58,154114894.5
212393,22001,0.005270126,1479240.42,280684053.9
212394,22001,0.05839799,9000000.00,154114894.5
212395,22001,0.05839799,9000000.00,154114894.5
212396,22016,0.001932614,62902.07,32547662.49
212396,22001,0.015870641,2445902.12,154114894.5
212396,22001,0.023126343,6491195.81,280684053.9
212397,22016,0.090174141,2934957.52,32547662.49
212397,22016,0.009074691,4079304.69,449525449.7
212397,22001,0.00443023,682764.47,154114894.5
212397,22001,0.004642135,1302973.32,280684053.9
212398,22016,0.012301761,400393.55,32547662.49
212398,22016,0.019130411,8599606.45,449525449.7
212399,22016,0.020021113,9000000.00,449525449.7
212400,15003,0.011019133,813429.18,73819704.58
212400,22016,0.008870748,3987627.17,449525449.7
212400,22016,0.016370637,778290.07,47541831.07
212401,15003,2.52103E-06,186.10,73819704.58
212401,22016,0.167659859,7970856.71,47541831.07
212402,15071,0.0211052,1851984.72,87750162.79
212402,15071,0.019832285,225096.06,11349981.28
212402,22016,0.00254664,1144779.58,449525449.7
212402,22016,0.121538012,5778139.65,47541831.07
212403,15071,0.064718697,5679076.23,87750162.79
212403,15071,0.007197795,631607.66,87750162.79
212403,22016,0.003467419,1558693.25,449525449.7
212403,22016,0.002515148,1130622.86,449525449.7
212404,15071,5.51773E-05,4841.81,87750162.79
212404,15071,0.030011944,2633552.94,87750162.79
212404,15071,0.005791849,508235.72,87750162.79
212404,22016,0.012973787,5832047.56,449525449.7
212404,22016,1.78292E-06,801.47,449525449.7
212404,13029,2.00464E-05,4404.11,219695401.9
212404,13029,1.23466E-06,271.25,219695401.9
212404,13044,1.11411E-06,169.57,152200232.7
212404,13044,0.000102993,15675.57,152200232.7
212405,15071,0.007967021,699107.36,87750162.79
212405,15071,0.040733336,3574356.85,87750162.79
212405,22016,0.000348932,156853.63,449525449.7
212405,13029,0.008013236,1760471.07,219695401.9
212405,13044,0.014799707,2252518.87,152200232.7
212405,13044,0.002931046,446105.83,152200232.7
212406,15071,0.008910039,781857.36,87750162.79
212406,13044,0.043640639,6642115.34,152200232.7
212406,13044,0.01035496,1576027.30,152200232.7
212407,13029,0.000228512,50203.14,219695401.9
212407,13044,0.05880278,8949796.86,152200232.7
212408,13029,0.000462401,101587.44,219695401.9
212408,13044,0.058461087,8897790.99,152200232.7
212409,13029,9.67226E-06,2124.95,219695401.9
212409,13044,0.005589933,850789.16,152200232.7
212409,13044,0.067413313,6766382.66,100371609
212410,13029,0.001321452,290317.00,219695401.9
212410,13029,0.000513453,8312.09,16188609.82
212410,13044,0.021340067,3247963.23,152200232.7
212410,13044,0.0501801,5036657.36,100371609
212411,13029,1.06794E-06,234.62,219695401.9
212411,13044,0.049340059,7509568.41,152200232.7
212411,13044,0.014825616,1488070.96,100371609
213386,16069,0.046557249,7041526.65,151244472.9
213387,16069,0.032044781,4846596.08,151244472.9
213388,16069,0.013080385,1978335.87,151244472.9
213388,16069,0.014659114,2217109.94,151244472.9
213389,16069,0.027755361,4197844.90,151244472.9
213389,16069,1.88572E-05,2852.04,151244472.9
213389,16069,0.017477778,2643417.36,151244472.9
213389,11023,0.00033569,324823.76,967629264
213389,11023,6.0331E-05,58378.00,967629264
213390,16069,0.000400282,60540.39,151244472.9
213390,16069,0.028880025,4367944.19,151244472.9
213390,11023,2.01933E-06,1953.96,967629264
213390,16060,0.035493995,2684788.43,75640638.16
213390,16060,0.024917466,1884773.03,75640638.16
213391,11023,0.006647512,6432326.92,967629264
213391,16060,0.029602907,2239182.79,75640638.16
213391,11023,0.000339479,328490.28,967629264
213392,11023,0.005980786,5787183.76,967629264
213392,11023,0.003320297,3212816.24,967629264
213393,11023,0.005924014,5732248.89,967629264
213393,11023,0.00305718,2958216.73,967629264
213394,11023,0.009074929,8781166.99,967629264
213394,11023,0.000123538,119538.63,967629264
213394,11023,0.000102616,99294.39,967629264
213395,11023,0.009212725,8914502.36,967629264
213395,11023,8.83579E-05,85497.64,967629264
213396,11023,0.009301083,9000000.00,967629264
213397,11023,0.005553016,5373261.10,967629264
213397,11023,0.003748067,3626738.90,967629264
213398,11023,0.000259561,251158.67,967629264
213398,11023,0.009017235,8725340.21,967629264
213399,11023,0.00481139,4655642.05,967629264
213400,11023,0.000631618,611171.84,967629264
213401,11023,0.0019083,1846526.73,967629264
213402,11023,0.005495217,5317332.34,967629264
213402,16113,0.007277134,1239008.00,170260430.8
213402,11001,0.004655439,2165854.89,465231100.1
213403,16113,0.007895504,1344292.00,170260430.8
213403,11001,0.014660108,6820338.07,465231100.1
213404,16113,0.032779383,5581031.86,170260430.8
213404,11001,0.005867859,2729910.56,465231100.1
213404,11016,0.004704154,445816.56,94770831.19
213405,16113,0.049883323,8493156.09,170260430.8
213405,11016,0.0053481,506843.91,94770831.19
213406,16113,0.035103144,5976676.48,170260430.8
213406,11016,0.025082393,2377079.25,94770831.19
213407,16113,0.012956738,2206019.82,170260430.8
213407,16113,0.023911641,4071206.35,170260430.8
213407,11016,0.028651757,2715350.80,94770831.19
213408,16113,0.027484546,4679530.57,170260430.8
213408,11042,0.005894809,3432371.32,582270136.8
213408,11016,0.003977332,376935.07,94770831.19
213408,16113,0.002825135,481008.74,170260430.8
213408,11016,0.000318181,30154.30,94770831.19
213409,16113,0.000570978,97214.92,170260430.8
213409,11042,0.015289785,8902785.08,582270136.8
213410,11042,0.015456743,9000000.00,582270136.8
213411,11042,0.011258721,6555617.07,582270136.8
213411,11042,0.004198022,2444382.93,582270136.8
213412,11042,0.003940126,2294217.43,582270136.8
213412,11042,0.002181195,1270044.94,582270136.8
213413,11042,0.000446965,260254.12,582270136.8
213415,11042,0.000649815,378368.01,582270136.8
213416,11042,0.003675078,2139888.02,582270136.8
213417,11042,0.009300298,5415285.94,582270136.8
213418,11042,0.014350959,8356135.11,582270136.8
213419,11042,0.004894753,2850068.72,582270136.8
213420,11042,0.001446135,842041.08,582270136.8
213420,11018,0.004222028,611669.06,144875640.6
213421,11046,2.67878E-05,10379.57,387473644.1
213421,11042,0.002400735,1397876.27,582270136.8
213421,11018,0.020695201,2998230.55,144875640.6
213421,11046,2.85251E-06,1105.27,387473644.1
213421,11042,0.000370198,215555.10,582270136.8
213421,11018,0.030211105,4376853.23,144875640.6
213422,11018,0.062122245,9000000.00,144875640.6
213423,11018,0.036120445,5232972.54,144875640.6
213423,11018,0.018764873,2718573.07,144875640.6
213424,11028,0.001858558,917081.72,493437321.4
213424,11018,0.021604857,3130017.48,144875640.6
213425,11028,0.011142664,5498206.50,493437321.4
213426,11028,0.018142599,8952235.39,493437321.4
213426,11028,5.81745E-05,28705.46,493437321.4
213427,11028,0.010451178,5157001.17,493437321.4
213427,11028,0.007788221,3842998.83,493437321.4
213428,11028,0.015337187,7567940.53,493437321.4
213428,11028,0.002902212,1432059.47,493437321.4
213429,11028,0.016276924,8031641.68,493437321.4
213429,11028,0.001962475,968358.32,493437321.4
213430,11028,0.006685228,3298740.91,493437321.4
213430,11039,0.002471126,410808.99,166243646.5
213430,11028,0.003609182,1780905.01,493437321.4
213430,11039,0.021110852,3509545.10,166243646.5
213431,11028,0.000597409,294783.97,493437321.4
213431,11039,0.047914136,7965420.68,166243646.5
213432,11039,0.005476131,910371.98,166243646.5
213432,11039,0.025548011,4247194.54,166243646.5
213433,11039,0.031030336,5158596.14,166243646.5
213435,11019,0.001273965,710764.87,557915746.9
213436,11019,0.014314619,7986351.31,557915746.9
213437,11019,0.00937425,5230041.77,557915746.9
213437,11019,0.006355102,3545611.48,557915746.9
213438,11019,0.007079618,3949830.35,557915746.9
213438,11004,0.005697437,1462617.06,256714931.2
213438,11019,0.006430277,3587552.58,557915746.9
213439,11019,0.003787349,2113021.55,557915746.9
213439,11004,0.004627851,1188038.52,256714931.2
213439,11019,0.010214696,5698939.93,557915746.9
213440,11019,0.016131455,8999993.01,557915746.9
213440,11019,1.25277E-08,6.99,557915746.9
213441,11019,0.016131468,9000000.00,557915746.9
213442,11019,0.016131468,9000000.00,557915746.9
213443,11019,0.011612042,6478540.94,557915746.9
213444,11019,0.002495257,1392143.34,557915746.9
213445,22008,0.001803442,379299.03,210319505.8
213445,11019,0.000146279,81611.47,557915746.9
213445,11010,0.008276543,528066.36,63802769.56
213446,22008,0.01999424,4205178.75,210319505.8
213446,22008,0.012317637,2590639.32,210319505.8
213446,11019,9.67445E-05,53975.31,557915746.9
213446,11010,0.015362441,980166.27,63802769.56
213447,16031,0.000433157,72221.29,166732178.9
213447,16031,0.001019406,169967.82,166732178.9
213447,22008,0.032906006,6920774.86,210319505.8
213447,22008,0.008734501,1837036.04,210319505.8
213448,22008,0.025396303,5341337.90,210319505.8
213448,22008,0.008866722,1864844.61,210319505.8
213449,22008,0.009463446,1990347.29,210319505.8
213451,22008,0.000388549,81719.49,210319505.8
213451,22001,0.02596294,7287383.34,280684053.9
213452,22001,0.012248909,1887739.38,154114894.5
213452,22001,0.020499969,5754014.27,280684053.9
213453,22001,0.049288777,7596134.63,154114894.5
213453,22001,0.001251941,351399.79,280684053.9
213454,22016,0.01132609,368637.76,32547662.49
213454,22001,0.055981931,8627649.32,154114894.5
213455,22016,0.093337546,3037918.95,32547662.49
213455,22001,0.037777862,5822131.18,154114894.5
213455,22001,0.000498603,139949.87,280684053.9
213456,22016,0.006847992,222886.12,32547662.49
213456,22016,0.014629004,6576109.62,449525449.7
213456,22001,0.004410605,679739.99,154114894.5
213456,22001,0.005419846,1521264.27,280684053.9
213457,22016,0.00704154,3165351.25,449525449.7
213457,22016,0.012979574,5834648.75,449525449.7
213458,22016,0.004572135,2055291.10,449525449.7
213458,22016,0.015448978,6944708.90,449525449.7
213459,22016,0.003617662,1626231.05,449525449.7
213460,22016,0.001236607,555886.52,449525449.7
213460,22016,0.12831756,6100451.75,47541831.07
213461,22016,0.017282398,7768877.59,449525449.7
213461,22016,0.018855709,896434.91,47541831.07
213462,22016,0.018587338,8355481.35,449525449.7
213462,22016,0.001002939,450846.83,449525449.7
213463,22016,0.006394028,2874278.16,449525449.7
213463,22016,0.010304532,4632149.52,449525449.7
213464,22016,0.001591727,715521.94,449525449.7
213464,13029,0.009063336,1991173.35,219695401.9
213464,13029,0.024488675,5380049.28,219695401.9
213464,13044,0.003990106,607295.09,152200232.7
213465,13029,0.006323797,1389309.18,219695401.9
213465,13029,0.030037748,6599155.09,219695401.9
213465,13044,0.006646085,1011535.74,152200232.7
213466,13029,0.000510031,112051.57,219695401.9
213466,13029,0.038086873,8367510.90,219695401.9
213466,13044,0.003124223,475507.42,152200232.7
213467,13029,0.029986956,6587996.31,219695401.9
213467,13044,0.003446347,524534.77,152200232.7
213468,13029,0.000396637,87139.22,219695401.9
213469,13029,0.008172378,1795433.85,219695401.9
213469,13044,0.018047876,2746890.95,152200232.7
213470,13029,0.00921681,2024890.76,219695401.9
213470,13044,0.021411998,3258911.05,152200232.7
214445,16069,0.015275276,2310301.06,151244472.9
214445,16069,0.013615174,2059219.77,151244472.9
214446,16069,0.0191347,2894017.55,151244472.9
214447,16069,0.000425477,64350.98,151244472.9
214447,16069,0.012959721,1960086.22,151244472.9
214447,11023,7.48582E-05,72434.99,967629264
214448,16069,0.026188364,3960845.34,151244472.9
214448,16069,0.007365892,1114050.43,151244472.9
214448,11023,0.001510803,1461897.61,967629264
214448,11023,0.000243747,235856.97,967629264
214449,16069,0.023809786,3601098.57,151244472.9
